10076.7333333,0.9
10110.1,0.909509183027
10143.4666666,0.919018366054
10176.8333333,0.928527549082
10210.2,0.938036732109
10243.5666666,0.947545915136
10276.9333333,0.957055098163
10310.3,0.966564281191
10343.6666666,0.976073464218
10377.0333333,0.985582647245
10410.4,0.995091830272
10443.7666666,1.0046010133
10477.1333333,1.01411019633
10510.5,1.02361937935
10543.8666666,1.03312856238
10577.2333333,1.04263774541
10610.6,1.05214692844
10643.9666666,1.06165611146
10677.3333333,1.07116529449
10710.7,1.08067447752
10744.0666666,1.09018366054
10777.4333333,1.09969284357
10810.8,1.1092020266
10844.1666666,1.11871120963
10877.5333333,1.12822039265
10910.9,1.13772957568
10944.2666666,1.14723875871
10977.6333333,1.15674794174
11011.0,1.16625712476
11044.3666666,1.17576630779
11077.7333333,1.18527549082
11111.1,1.19478467384
11144.4666666,1.20429385687
11177.8333333,1.2138030399
11211.2,1.22331222293
11244.5666666,1.23282140595
11277.9333333,1.24233058898
11311.3,1.25183977201
11344.6666666,1.26134895504
11378.0333333,1.27085813806
11411.4,1.28036732109
11444.7666666,1.28987650412
11478.1333333,1.29938568714
11511.5,1.30889487017
11544.8666666,1.3184040532
11578.2333333,1.32791323623
11611.6,1.33742241925
11644.9666666,1.34693160228
11678.3333333,1.35644078531
11711.7,1.36594996833
11745.0666666,1.37545915136
11778.4333333,1.38496833439
11811.8,1.39447751742
11845.1666666,1.40398670044
11878.5333333,1.41349588347
11911.9,1.4230050665
11945.2666666,1.43251424953
11978.6333333,1.44202343255
12012.0,1.45153261558
12045.3666666,1.46104179861
12078.7333333,1.47055098163
12112.1,1.48006016466
12145.4666666,1.48956934769
12178.8333333,1.49907853072
12212.2,1.50858771374
12245.5666666,1.51809689677
12278.9333333,1.5276060798
12312.3,1.53711526283
12345.6666666,1.54662444585
12379.0333333,1.55613362888
12412.4,1.56564281191
12445.7666666,1.57515199493
12479.1333333,1.58466117796
12512.5,1.59417036099
12545.8666666,1.60367954402
12579.2333333,1.61318872704
12612.6,1.62269791007
12645.9666666,1.6322070931
12679.3333333,1.64171627612
12712.7,1.65122545915
12746.0666666,1.66073464218
12779.4333333,1.67024382521
12812.8,1.67975300823
12846.1666666,1.68926219126
12879.5333333,1.69877137429
12912.9,1.70828055732
12946.2666666,1.71778974034
12979.6333333,1.72729892337
13013.0,1.7368081064
13046.3666666,1.74631728942
13079.7333333,1.75582647245
13113.1,1.76533565548
13146.4666666,1.77484483851
13179.8333333,1.78435402153
13213.2,1.79386320456
13246.5666666,1.78935
13279.9333333,1.75932
13313.3,1.72929
13346.6666666,1.69926
13380.0333333,1.66923
13413.4,1.6392
13446.7666666,1.60917
13480.1333333,1.57914
13513.5,1.54911
13546.8666666,1.51908
13580.2333333,1.48905
13613.6,1.45902
13646.9666666,1.42899
13680.3333333,1.39896
13713.7,1.36893
13747.0666666,1.3389
13780.4333333,1.30887
13813.8,1.27884
13847.1666666,1.24881
13880.5333333,1.21878
13913.9,1.18875
13947.2666666,1.15872
13980.6333333,1.12869
14014.0,1.09866
14047.3666666,1.06863
14080.7333333,1.0386
14114.1,1.00857
14147.4666666,0.978539999996
14180.8333333,0.948509999996
14214.2,0.918479999996
14247.5666666,0.9
14280.9333333,0.9
14314.3,0.9
14347.6666666,0.9
14381.0333333,0.9
14414.4,0.9
14447.7666666,0.9
14481.1333333,0.9
14514.5,0.9
14547.8666666,0.9
14581.2333333,0.9
14614.6,0.9
14647.9666666,0.9
14681.3333333,0.9
14714.7,0.9
14748.0666666,0.9
14781.4333333,0.9
14814.8,0.9
14848.1666666,0.9
14881.5333333,0.9
14914.9,0.9
14948.2666666,0.9
14981.6333333,0.9
15015.0,0.9
15048.3666666,0.9
15081.7333333,0.9
15115.1,0.9
15148.4666666,0.9
15181.8333333,0.9
15215.2,0.9
15248.5666666,0.9
15281.9333333,0.9
15315.3,0.9
15348.6666666,0.9
15382.0333333,0.9
15415.4,0.9
15448.7666666,0.9
15482.1333333,0.9
15515.5,0.9
15548.8666666,0.9
15582.2333333,0.9
15615.6,0.9
15648.9666666,0.9
15682.3333333,0.9
15715.7,0.9
15749.0666666,0.9
15782.4333333,0.9
15815.8,0.9
15849.1666666,0.9
15882.5333333,0.9
15915.9,0.9
15949.2666666,0.9
15982.6333333,0.9
16016.0,0.9
16049.3666666,0.9
16082.7333333,0.9
16116.1,0.9
16149.4666666,0.9
16182.8333333,0.9
16216.2,0.9
16249.5666666,0.9
16282.9333333,0.9
16316.3,0.9
16349.6666666,0.9
16383.0333333,0.9
16416.4,0.9
16449.7666666,0.9
16483.1333333,0.9
16516.5,0.9
16549.8666666,0.9
16583.2333333,0.9
16616.6,0.9
16649.9666666,0.9
16683.3333333,0.9
16716.7,0.9
16750.0666666,0.9
16783.4333333,0.9
16816.8,0.9
16850.1666666,0.9
16883.5333333,0.9
16916.9,0.9
16950.2666666,0.9
16983.6333333,0.9
17017.0,0.9
17050.3666666,0.9
17083.7333333,0.9
17117.1,0.9
17150.4666666,0.9
17183.8333333,0.9
17217.2,0.9
17250.5666666,0.9
17283.9333333,0.9
17317.3,0.9
17350.6666666,0.9
17384.0333333,0.9
17417.4,0.9
17450.7666666,0.9
17484.1333333,0.9
17517.5,0.9
17550.8666666,0.9
17584.2333333,0.9
17617.6,0.9
17650.9666666,0.9
17684.3333333,0.9
17717.7,0.9
17751.0666666,0.9
17784.4333333,0.9
17817.8,0.9
17851.1666666,0.9
17884.5333333,0.9
17917.9,0.9
17951.2666666,0.9
17984.6333333,0.9
18018.0,0.9
18051.3666666,0.9
18084.7333333,0.9
18118.1,0.9
18151.4666666,0.9
18184.8333333,0.9
18218.2,0.9
18251.5666666,0.9
18284.9333333,0.9
18318.3,0.9
18351.6666666,0.9
18385.0333333,0.9
18418.4,0.9
18451.7666666,0.9
18485.1333333,0.9
18518.5,0.9
18551.8666666,0.9
18585.2333333,0.9
18618.6,0.9
18651.9666666,0.9
18685.3333333,0.9
18718.7,0.9
18752.0666666,0.9
18785.4333333,0.9
18818.8,0.9
18852.1666666,0.9
18885.5333333,0.9
18918.9,0.9
18952.2666666,0.9
18985.6333333,0.9
19019.0,0.9
19052.3666666,0.9
