time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
10043.3666667,58.404251,26.751098,81.69999694824219,12.0,,0.0,13,gps,,,,,,,
11045.3666667,58.404260,26.751093,77.19999694824219,11.0,,0.0,13,gps,0.7,1.0,1.2,21.0,,,
12045.3666667,58.404282,26.751133,88.9000015258789,12.0,163.6,0.9,14,gps,0.7,1.0,1.2,21.0,,,
13047.3666667,58.404286,26.751139,89.30000305175781,11.0,,1.8,17,gps,0.6,0.9,1.1,21.0,,,
15206.3666667,58.404266,26.751092,80.0999984741211,8.0,,0.0,19,gps,0.7,1.1,1.3,21.0,,,
16206.3666667,58.404266,26.751091,80.0999984741211,4.0,,0.0,19,gps,0.6,0.7,0.9,21.0,,,
17206.3666667,58.404266,26.751092,80.0999984741211,4.0,,0.0,18,gps,0.6,0.7,0.9,21.0,,,
18206.3666667,58.404267,26.751092,80.0999984741211,3.0,,0.0,18,gps,0.6,0.7,0.9,21.0,,,
19206.3666667,58.404267,26.751092,80.19999694824219,3.0,,0.0,18,gps,0.6,0.7,0.9,21.0,,,UNKNOWN
20206.3666667,58.404267,26.751092,80.0999984741211,3.0,,0.0,18,gps,0.6,0.7,0.9,21.0,,,
21206.3666667,58.404268,26.751092,80.0999984741211,3.0,,0.0,19,gps,0.6,0.7,0.9,21.0,,,
22206.3666667,58.404268,26.751092,80.0999984741211,3.0,,0.0,19,gps,0.6,0.7,0.9,21.0,,,
23206.3666667,58.404267,26.751092,80.19999694824219,3.0,,0.0,19,gps,0.6,0.7,0.9,21.0,,,
24206.3666667,58.404267,26.751092,80.19999694824219,3.0,,0.0,19,gps,0.6,0.7,0.9,21.0,,,
25206.3666667,58.404264,26.751094,80.0999984741211,3.0,163.6,0.9,19,gps,0.6,0.7,0.9,21.0,,,
26206.3666667,58.404256,26.751099,79.9000015258789,4.0,160.7,2.7,19,gps,0.6,0.7,0.9,21.0,,,
27206.3666667,58.404242,26.751110,80.5,4.0,160.6,4.5,19,gps,0.6,0.7,0.9,21.0,,,
28206.3666667,58.404219,26.751127,82.0999984741211,4.0,160.7,9.0,19,gps,0.6,0.7,0.9,21.0,,,
29206.3666667,58.404196,26.751140,77.80000305175781,4.0,160.7,9.0,19,gps,0.6,0.7,0.9,21.0,,,
30206.3666667,58.404174,26.751153,77.4000015258789,3.0,160.8,9.0,19,gps,0.6,0.7,0.9,21.0,,,
31206.3666667,58.404153,26.751167,78.69999694824219,3.0,160.8,9.0,19,gps,0.6,0.7,0.9,21.0,,,
32206.3666667,58.404132,26.751183,78.9000015258789,4.0,161.0,9.0,19,gps,0.6,0.7,0.9,21.0,,,
33206.3666667,58.404110,26.751196,78.5,3.0,161.1,9.0,19,gps,0.6,0.7,0.9,21.0,,,
34206.3666667,58.404090,26.751210,77.0999984741211,4.0,161.2,9.0,19,gps,0.6,0.7,0.9,21.0,,,
35206.3666667,58.404070,26.751225,77.69999694824219,4.0,160.8,9.0,19,gps,0.6,0.7,0.9,21.0,,,
36206.3666667,58.404048,26.751241,77.4000015258789,3.0,160.6,9.0,19,gps,0.6,0.7,0.9,21.0,,,
37206.3666667,58.404025,26.751256,77.0,3.0,160.5,9.0,19,gps,0.6,0.7,0.9,21.0,,,
38206.3666667,58.404004,26.751269,76.80000305175781,3.0,160.9,9.0,19,gps,0.6,0.7,0.9,21.0,,,
39206.3666667,58.403981,26.751284,76.5999984741211,3.0,160.8,9.0,19,gps,0.6,0.7,0.9,21.0,,,
40206.3666667,58.403959,26.751301,77.5,3.0,160.7,9.0,19,gps,0.6,0.7,0.9,21.0,,,
41206.3666667,58.403936,26.751317,77.5999984741211,4.0,160.8,9.9,19,gps,0.6,0.7,0.9,21.0,,,UNKNOWN
42206.3666667,58.403912,26.751333,78.30000305175781,3.0,161.4,9.9,19,gps,0.6,0.7,0.9,21.0,,,
43206.3666667,58.403888,26.751347,76.80000305175781,3.0,161.9,9.9,19,gps,0.6,0.7,0.9,21.0,,,
44206.3666667,58.403863,26.751362,76.0999984741211,3.0,161.6,9.9,19,gps,0.6,0.7,0.9,21.0,,,
45206.3666667,58.403838,26.751378,76.0999984741211,3.0,161.0,9.9,19,gps,0.6,0.7,0.9,21.0,,,
46206.3666667,58.403813,26.751394,75.69999694824219,3.0,160.6,9.9,19,gps,0.7,0.7,1.0,21.0,,,
47206.3666667,58.403788,26.751409,75.5999984741211,4.0,160.4,9.9,19,gps,0.7,0.7,1.0,21.0,,,
48206.3666667,58.403763,26.751425,75.30000305175781,3.0,160.4,9.9,19,gps,0.7,0.7,1.0,21.0,,,
49206.3666667,58.403738,26.751441,76.0,3.0,160.1,9.9,19,gps,0.6,0.7,0.9,21.0,,,
50206.3666667,58.403713,26.751459,76.80000305175781,3.0,159.8,9.9,19,gps,0.6,0.7,0.9,21.0,,,
51206.3666667,58.403688,26.751476,76.5,4.0,159.6,9.9,19,gps,0.6,0.7,0.9,21.0,,,
52206.3666667,58.403664,26.751493,76.19999694824219,3.0,159.5,9.9,19,gps,0.6,0.7,0.9,21.0,,,
53206.3666667,58.403639,26.751510,76.30000305175781,3.0,159.4,9.9,19,gps,0.6,0.7,0.9,21.0,,,
54206.3666667,58.403615,26.751528,76.0,3.0,159.6,9.9,19,gps,0.6,0.7,0.9,21.0,,,
55206.3666667,58.403590,26.751544,75.30000305175781,3.0,159.9,9.9,19,gps,0.6,0.7,0.9,21.0,,,
