time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
14581.2333333,58.404343,26.751223,93.19999694824219,8.0,,0.0,13,gps,,,,,,,
15727.2333333,58.404207,26.751060,73.9000015258789,5.0,253.0,2.7,16,gps,0.9,1.3,1.6,21.0,,,
17727.2333333,58.404230,26.750998,66.30000305175781,6.0,253.0,0.9,16,gps,0.7,0.7,1.0,21.0,,,
18727.2333333,58.404235,26.751009,64.5999984741211,5.0,253.0,0.9,16,gps,0.7,0.7,1.0,21.0,,,
19727.2333333,58.404222,26.751002,64.5,4.0,,0.0,16,gps,0.7,0.7,1.0,21.0,,,
20727.2333333,58.404207,26.750999,65.19999694824219,4.0,,0.0,16,gps,0.7,0.7,1.0,21.0,,,
21727.2333333,58.404203,26.751001,65.5,4.0,,0.0,16,gps,0.7,0.7,1.0,21.0,,,
22727.2333333,58.404201,26.750998,65.0999984741211,3.0,,0.0,16,gps,0.7,0.7,1.0,21.0,,,
23727.2333333,58.404200,26.751001,65.5999984741211,3.0,,0.0,16,gps,0.7,0.8,1.0,21.0,,,IN_VEHICLE
24727.2333333,58.404201,26.751003,66.30000305175781,3.0,,0.0,16,gps,0.7,0.8,1.0,21.0,,,
25727.2333333,58.404196,26.751001,67.0,3.0,,0.0,16,gps,0.7,0.8,1.0,21.0,,,
26727.2333333,58.404197,26.751005,67.0,3.0,,0.0,16,gps,0.7,0.8,1.0,21.0,,,
27727.2333333,58.404197,26.751004,66.9000015258789,3.0,,0.0,16,gps,0.7,0.8,1.0,21.0,,,IN_VEHICLE
28727.2333333,58.404196,26.751005,67.30000305175781,4.0,,0.0,16,gps,0.7,0.7,1.0,21.0,,,
29727.2333333,58.404172,26.751022,67.30000305175781,3.0,160.0,17.1,16,gps,0.7,0.7,1.0,21.0,,,
30727.2333333,58.404115,26.751074,69.4000015258789,3.0,159.6,18.9,16,gps,0.7,0.7,1.0,21.0,,,
31727.2333333,58.404055,26.751115,69.30000305175781,3.0,158.9,23.4,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
32727.2333333,58.403988,26.751177,69.30000305175781,4.0,159.2,27.9,16,gps,0.7,0.7,1.0,21.0,,,
33727.2333333,58.403906,26.751241,70.0,4.0,160.0,34.2,16,gps,0.7,0.7,1.0,21.0,,,
34727.2333333,58.403822,26.751299,70.0,4.0,160.5,36.9,16,gps,0.7,0.7,1.0,21.0,,,
35727.2333333,58.403735,26.751370,71.0999984741211,4.0,161.2,38.7,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
36727.2333333,58.403634,26.751445,71.9000015258789,3.0,161.6,42.3,16,gps,0.7,0.7,1.0,21.0,,,
37727.2333333,58.403524,26.751508,71.9000015258789,3.0,161.7,44.1,16,gps,0.7,0.7,1.0,21.0,,,
38727.2333333,58.403423,26.751589,73.4000015258789,3.0,160.9,43.2,16,gps,0.7,0.7,1.0,21.0,,,
39727.2333333,58.403317,26.751668,73.5999984741211,3.0,160.1,43.2,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
40727.2333333,58.403214,26.751737,73.80000305175781,3.0,160.3,42.3,16,gps,0.7,0.7,1.0,21.0,,,
41727.2333333,58.403115,26.751806,73.5,3.0,160.4,42.3,16,gps,0.7,0.7,1.0,21.0,,,
42727.2333333,58.403011,26.751876,74.5999984741211,3.0,160.1,42.3,16,gps,0.7,0.8,1.0,21.0,,,
43727.2333333,58.402915,26.751951,75.80000305175781,3.0,159.9,42.3,16,gps,0.7,0.8,1.0,21.0,,,IN_VEHICLE
44727.2333333,58.402816,26.752032,77.30000305175781,3.0,159.8,43.2,16,gps,0.7,0.8,1.0,21.0,,,
45727.2333333,58.402712,26.752107,76.80000305175781,3.0,160.1,42.3,16,gps,0.7,0.8,1.0,21.0,,,
46727.2333333,58.402609,26.752176,76.30000305175781,3.0,160.0,42.3,16,gps,0.7,0.8,1.0,21.0,,,
47727.2333333,58.402503,26.752249,77.4000015258789,3.0,159.8,43.2,16,gps,0.7,0.8,1.0,21.0,,,IN_VEHICLE
48727.2333333,58.402399,26.752322,77.19999694824219,3.0,159.9,43.2,16,gps,0.7,0.7,1.0,21.0,,,
49727.2333333,58.402299,26.752392,78.19999694824219,3.0,160.0,42.3,16,gps,0.7,0.7,1.0,21.0,,,
50727.2333333,58.402189,26.752466,78.80000305175781,3.0,160.1,43.2,16,gps,0.7,0.7,1.0,21.0,,,
51727.2333333,58.402086,26.752539,78.80000305175781,3.0,159.8,43.2,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
52727.2333333,58.401987,26.752616,79.5,3.0,159.5,43.2,16,gps,0.7,0.7,1.0,21.0,,,
53727.2333333,58.401884,26.752687,79.30000305175781,4.0,159.0,42.3,16,gps,0.7,0.7,1.0,21.0,,,
54727.2333333,58.401785,26.752760,79.5,3.0,159.1,43.2,16,gps,0.7,0.7,1.0,21.0,,,
55727.2333333,58.401682,26.752833,79.9000015258789,3.0,159.3,43.2,15,gps,0.7,0.7,1.0,21.0,,,
56727.2333333,58.401581,26.752904,80.19999694824219,3.0,159.6,43.2,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
57727.2333333,58.401484,26.752978,81.0999984741211,3.0,159.7,43.2,16,gps,0.7,0.7,1.0,21.0,,,
58727.2333333,58.401381,26.753048,80.5999984741211,3.0,160.3,43.2,16,gps,0.7,0.7,1.0,21.0,,,
59727.2333333,58.401283,26.753119,80.5999984741211,3.0,160.2,43.2,16,gps,0.7,0.7,1.0,21.0,,,
60727.2333333,58.401178,26.753189,80.5999984741211,3.0,160.4,43.2,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
61727.2333333,58.401073,26.753255,81.19999694824219,3.0,160.8,43.2,16,gps,0.7,0.7,1.0,21.0,,,
62727.2333333,58.400970,26.753324,81.0999984741211,3.0,160.7,43.2,16,gps,0.7,0.7,1.0,21.0,,,
63727.2333333,58.400871,26.753396,81.5,3.0,160.5,43.2,16,gps,0.7,0.7,1.0,21.0,,,
64727.2333333,58.400771,26.753467,81.5999984741211,3.0,160.2,43.2,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
65727.2333333,58.400668,26.753536,81.0,3.0,160.3,43.2,16,gps,0.7,0.7,1.0,21.0,,,
66727.2333333,58.400568,26.753610,80.9000015258789,3.0,160.2,43.2,16,gps,0.7,0.7,1.0,21.0,,,
67727.2333333,58.400464,26.753683,81.0,3.0,160.5,44.1,16,gps,0.7,0.7,1.0,21.0,,,
68727.2333333,58.400359,26.753753,81.30000305175781,3.0,160.5,43.2,16,gps,0.7,0.7,1.0,21.0,,,IN_VEHICLE
