time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
14247.5666667,58.397856,26.755922,112.5,13.0,178.7,7.029225,4,gps,,,,,,,
15247.5666667,58.397746,26.755800,75.0,8.0,178.7,3.71079504,10,gps,1.1,1.6,2.0,21.0,,,
16247.5666667,58.397792,26.755784,84.19999694824219,4.0,,0.0,12,gps,0.9,1.3,1.6,21.0,,,
17247.5666667,58.397751,26.755782,86.4000015258789,6.0,178.7,4.5,14,gps,0.9,1.2,1.5,21.0,,,
18247.5666667,58.397726,26.755788,90.19999694824219,6.0,,0.0,14,gps,0.8,1.0,1.2,21.0,,,
19247.5666667,58.397741,26.755670,86.80000305175781,7.0,,0.0,14,gps,0.8,1.0,1.2,21.0,,,
20404.5666667,58.397630,26.755509,75.19999694824219,10.0,,0.0,14,gps,1.4,1.9,2.4,21.0,,,
22404.5666667,58.397632,26.755516,75.5999984741211,6.0,,0.0,14,gps,0.8,0.8,1.1,21.0,,,
23404.5666667,58.397633,26.755519,75.80000305175781,6.0,,0.0,14,gps,0.8,0.8,1.1,21.0,,,
24404.5666667,58.397634,26.755523,76.0999984741211,6.0,,0.0,14,gps,0.8,0.8,1.1,21.0,,,
25404.5666667,58.397635,26.755525,76.30000305175781,6.0,,0.0,14,gps,0.8,0.8,1.1,21.0,,,
26404.5666667,58.397636,26.755527,76.4000015258789,5.0,,0.0,14,gps,0.8,0.8,1.1,21.0,,,
27404.5666667,58.397779,26.755720,92.5999984741211,5.0,303.3,3.6,14,gps,0.8,0.8,1.1,21.0,,,
28404.5666667,58.397824,26.755677,93.4000015258789,5.0,316.9,6.3,14,gps,0.8,0.8,1.1,21.0,,,
29404.5666667,58.397890,26.755625,91.80000305175781,5.0,327.6,11.7,16,gps,0.8,0.8,1.1,21.0,,,
30404.5666667,58.397957,26.755588,95.0,5.0,331.3,15.3,16,gps,0.7,0.7,1.0,21.0,,,
31404.5666667,58.398018,26.755513,97.80000305175781,5.0,328.1,18.0,16,gps,0.7,0.7,1.0,21.0,,,
32404.5666667,58.398051,26.755461,97.19999694824219,5.0,324.6,19.8,16,gps,0.7,0.7,1.0,21.0,,,
33404.5666667,58.398098,26.755406,95.30000305175781,6.0,323.5,22.5,16,gps,0.7,0.7,1.0,21.0,,,
34404.5666667,58.398167,26.755329,95.5,6.0,324.7,24.3,16,gps,0.7,0.7,1.0,21.0,,,
35404.5666667,58.398221,26.755272,93.69999694824219,6.0,326.1,25.2,16,gps,0.7,0.7,1.0,21.0,,,
36404.5666667,58.398364,26.755209,91.80000305175781,5.0,336.0,36.0,16,gps,0.7,0.7,1.0,21.0,,,
