time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
8675.33333334,58.404413,26.751178,77.0,8.0,,0.0,2,gps,,,,,,,
10213.3333333,58.404408,26.751172,76.0,6.0,,0.0,2,gps,1.4,0.9,1.6,21.0,,,
11213.3333333,58.404282,26.751056,71.0,3.0,70.1,2.20659732,10,gps,0.6,0.7,0.9,21.0,,,
12213.3333333,58.404260,26.751074,77.0,3.0,52.3,3.528183744,10,gps,0.6,0.7,0.9,21.0,,,
13213.3333333,58.404252,26.751093,78.0,3.0,137.1,4.76126388,10,gps,0.6,0.7,0.9,21.0,,,
14213.3333333,58.404232,26.751110,80.0,3.0,162.8,6.26234472,10,gps,0.6,0.7,0.9,21.0,,,
15213.3333333,58.404213,26.751125,81.0,3.0,163.2,6.21873288,10,gps,0.6,0.7,0.9,21.0,,,
16213.3333333,58.404195,26.751133,82.0,3.0,163.1,5.62533804,10,gps,0.6,0.7,0.9,21.0,,,
17213.3333333,58.404184,26.751134,82.0,3.0,163.0,4.12416108,10,gps,0.6,0.7,0.9,21.0,,,
18213.3333333,58.404178,26.751127,82.0,3.0,163.0,2.874595068,10,gps,0.6,0.7,0.9,21.0,,,
19213.3333333,58.404180,26.751127,82.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
20213.3333333,58.404180,26.751129,82.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
21213.3333333,58.404179,26.751131,82.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
22213.3333333,58.404178,26.751133,82.0,3.0,,0.0,9,gps,0.6,0.7,0.9,21.0,,,
23213.3333333,58.404178,26.751136,82.0,3.0,,0.0,9,gps,0.6,0.7,0.9,21.0,,,
24213.3333333,58.404179,26.751138,82.0,3.0,,0.0,9,gps,0.6,0.7,0.9,21.0,,,
25213.3333333,58.404179,26.751137,83.0,3.0,,0.0,9,gps,0.6,0.7,0.9,21.0,,,
26213.3333333,58.404179,26.751136,83.0,3.0,,0.0,9,gps,0.6,0.7,0.9,21.0,,,
27213.3333333,58.404172,26.751141,82.0,3.0,160.8,3.6727056,9,gps,0.6,0.7,0.9,21.0,,,
28213.3333333,58.404151,26.751158,83.0,3.0,160.9,9.468,9,gps,0.6,0.7,0.9,21.0,,,
29213.3333333,58.404112,26.751187,83.0,3.0,160.1,16.56015588,9,gps,0.6,0.7,0.9,21.0,,,
30213.3333333,58.404053,26.751237,83.0,3.0,158.7,22.71671388,9,gps,0.6,0.7,0.9,21.0,,,
31213.3333333,58.404001,26.751275,83.0,3.0,158.9,23.54424696,9,gps,0.6,0.7,0.9,21.0,,,
33213.3333333,58.403852,26.751374,83.0,3.0,161.1,34.8849072,9,gps,0.6,0.7,0.9,21.0,,,
34213.3333333,58.403750,26.751443,83.0,3.0,161.5,41.0066712,9,gps,0.6,0.7,0.9,21.0,,,
35213.3333333,58.403650,26.751512,83.0,3.0,161.5,41.544252,10,gps,0.6,0.7,0.9,21.0,,,
36213.3333333,58.403547,26.751582,84.0,3.0,160.8,43.0209612,9,gps,0.6,0.7,0.9,21.0,,,
37213.3333333,58.403436,26.751661,84.0,3.0,160.2,46.9804968,9,gps,0.6,0.7,0.9,21.0,,,
38213.3333333,58.403315,26.751742,84.0,3.0,159.9,50.797836,9,gps,0.6,0.7,0.9,21.0,,,
39213.3333333,58.403195,26.751827,85.0,3.0,160.3,50.5465128,9,gps,0.6,0.7,0.9,21.0,,,
40213.3333333,58.403081,26.751908,85.0,3.0,160.0,49.4669484,9,gps,0.6,0.7,0.9,21.0,,,
41213.3333333,58.402962,26.751989,85.0,3.0,159.9,51.3036504,9,gps,0.6,0.7,0.9,21.0,,,
42213.3333333,58.402842,26.752077,85.0,3.0,159.4,52.2755856,9,gps,0.6,0.7,0.9,21.0,,,
43213.3333333,58.402720,26.752159,86.0,3.0,159.2,51.7348188,9,gps,0.6,0.7,0.9,21.0,,,
44213.3333333,58.402595,26.752240,86.0,3.0,159.3,51.4476396,10,gps,0.6,0.7,0.9,21.0,,,
45213.3333333,58.402473,26.752320,87.0,3.0,159.5,51.950808,10,gps,0.6,0.7,0.9,21.0,,,
46213.3333333,58.402348,26.752403,88.0,3.0,159.1,52.4187828,10,gps,0.6,0.7,0.9,21.0,,,
47213.3333333,58.402227,26.752488,88.0,3.0,159.4,51.2642016,10,gps,0.6,0.7,1.0,21.0,,,
48213.3333333,58.402109,26.752571,88.0,3.0,159.6,50.4360144,10,gps,0.6,0.7,0.9,21.0,,,
49213.3333333,58.401989,26.752656,89.0,3.0,159.4,50.5442052,10,gps,0.6,0.7,0.9,21.0,,,
50213.3333333,58.401871,26.752740,89.0,3.0,159.1,51.1560144,10,gps,0.6,0.7,0.9,21.0,,,
