time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
1067.73333333,58.390229,26.729159,,23.698,,0.0,0,network,,,,,,,UNKNOWN
18544.7333333,58.390089,26.729045,82.0,10.0,190.7,0.821715264,3,gps,,,,,,,
19544.7333333,58.390113,26.729044,87.0,5.0,330.0,1.063067256,3,gps,2.0,1.0,2.3,21.0,,,TILTING
20544.7333333,58.390184,26.729012,77.0,5.0,329.9,2.84673294,11,gps,0.6,0.7,0.9,21.0,,,UNKNOWN
21544.7333333,58.390201,26.728989,75.0,5.0,356.7,2.78040276,11,gps,0.6,0.7,0.9,21.0,,,
22544.7333333,58.390200,26.728974,76.0,4.0,356.7,3.655197,11,gps,0.6,0.7,0.9,21.0,,,
23544.7333333,58.390182,26.728964,77.0,3.0,356.7,5.6850372,11,gps,0.6,0.7,0.9,21.0,,,
24544.7333333,58.390160,26.728967,76.0,3.0,162.2,9.04137732,11,gps,0.6,0.7,0.9,21.0,,,
25544.7333333,58.390140,26.728973,77.0,3.0,175.5,6.756597,11,gps,0.6,0.7,0.9,21.0,,,
26544.7333333,58.390130,26.728974,77.0,3.0,177.8,2.412268704,10,gps,0.6,0.7,0.9,21.0,,,
27832.7333333,58.390229,26.729159,,24.441,,0.0,0,network,,,,,,,
29544.7333333,58.390126,26.728939,74.0,3.0,179.1,1.609969032,10,gps,0.6,0.7,0.9,21.0,,,
30544.7333333,58.390133,26.728925,74.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
31544.7333333,58.390135,26.728921,74.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
32544.7333333,58.390136,26.728919,74.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
33544.7333333,58.390137,26.728918,74.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
34544.7333333,58.390138,26.728916,74.0,3.0,,0.0,10,gps,0.6,0.7,1.0,21.0,,,
35544.7333333,58.390140,26.728912,74.0,3.0,,0.0,10,gps,0.6,0.7,1.0,21.0,,,
36544.7333333,58.390143,26.728910,73.0,3.0,,0.0,9,gps,0.6,0.7,1.0,21.0,,,
37544.7333333,58.390146,26.728909,73.0,3.0,,0.0,9,gps,0.7,0.7,1.0,21.0,,,
38544.7333333,58.390147,26.728907,73.0,3.0,,0.0,9,gps,0.7,0.7,1.0,21.0,,,
39544.7333333,58.390146,26.728907,73.0,3.0,,0.0,9,gps,0.7,0.7,1.0,21.0,,,ON_FOOT
40544.7333333,58.390147,26.728907,73.0,3.0,,0.0,9,gps,0.6,0.7,1.0,21.0,,,
41544.7333333,58.390147,26.728906,73.0,3.0,,0.0,9,gps,0.6,0.7,1.0,21.0,,,
42544.7333333,58.390144,26.728904,73.0,3.0,179.2,1.059403572,10,gps,0.6,0.7,1.0,21.0,,,
43544.7333333,58.390132,26.728896,73.0,3.0,191.6,5.1859998,10,gps,0.6,0.7,1.0,21.0,,,
44544.7333333,58.390112,26.728889,73.0,3.0,181.6,8.62986888,11,gps,0.6,0.7,1.0,21.0,,,
45544.7333333,58.390085,26.728881,73.0,3.0,183.7,10.728,11,gps,0.6,0.7,1.0,21.0,,,
46544.7333333,58.390056,26.728869,72.0,3.0,190.7,10.48811688,11,gps,0.6,0.7,0.9,21.0,,,
47544.7333333,58.390032,26.728849,72.0,3.0,198.3,9.6120684,11,gps,0.6,0.7,0.9,21.0,,,
48544.7333333,58.390010,26.728827,72.0,3.0,203.4,8.85717072,10,gps,0.6,0.7,0.9,21.0,,,
49544.7333333,58.389992,26.728809,72.0,3.0,205.6,8.06432184,10,gps,0.6,0.7,0.9,21.0,,,
50544.7333333,58.389975,26.728790,72.0,3.0,207.8,7.5240864,10,gps,0.6,0.7,0.9,21.0,,,
51544.7333333,58.389960,26.728773,72.0,3.0,208.4,7.20225,10,gps,0.6,0.7,0.9,21.0,,,
52544.7333333,58.389943,26.728756,72.0,3.0,208.3,7.23680604,10,gps,0.6,0.7,0.9,21.0,,,
53544.7333333,58.389930,26.728741,72.0,3.0,208.1,5.83211088,10,gps,0.6,0.7,0.9,21.0,,,
54544.7333333,58.389926,26.728733,72.0,3.0,208.2,1.664586432,10,gps,0.6,0.7,0.9,21.0,,,
55544.7333333,58.389929,26.728730,71.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,IN_VEHICLE
56544.7333333,58.389931,26.728725,71.0,3.0,,0.0,11,gps,0.6,0.7,0.9,21.0,,,
58544.7333333,58.389933,26.728722,71.0,3.0,,0.0,10,gps,0.6,0.7,1.0,21.0,,,
59544.7333333,58.389934,26.728721,71.0,3.0,,0.0,10,gps,0.6,0.7,1.0,21.0,,,
60544.7333333,58.389934,26.728721,71.0,3.0,,0.0,10,gps,0.6,0.7,1.0,21.0,,,
61544.7333333,58.389934,26.728721,71.0,3.0,,0.0,11,gps,0.6,0.7,0.9,21.0,,,
62544.7333333,58.389935,26.728719,71.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
63544.7333333,58.389936,26.728717,71.0,3.0,,0.0,11,gps,0.6,0.7,0.9,21.0,,,
64544.7333333,58.389937,26.728714,71.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
65544.7333333,58.389937,26.728713,71.0,3.0,,0.0,11,gps,0.6,0.7,0.9,21.0,,,
66544.7333333,58.389937,26.728712,71.0,3.0,,0.0,11,gps,0.6,0.7,0.9,21.0,,,
67544.7333333,58.389937,26.728712,71.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
68544.7333333,58.389937,26.728712,71.0,3.0,,0.0,11,gps,0.6,0.7,0.9,21.0,,,
69544.7333333,58.389937,26.728712,71.0,3.0,,0.0,10,gps,0.6,0.7,0.9,21.0,,,
70544.7333333,58.389932,26.728710,71.0,3.0,209.5,1.568377512,11,gps,0.6,0.7,0.9,21.0,,,
71544.7333333,58.389920,26.728698,71.0,3.0,209.2,5.18012316,11,gps,0.6,0.7,0.9,21.0,,,
72544.7333333,58.389901,26.728679,72.0,3.0,209.8,8.38127592,11,gps,0.6,0.7,0.9,21.0,,,
73544.7333333,58.389876,26.728655,71.0,3.0,209.9,10.48811688,11,gps,0.6,0.7,0.9,21.0,,,
74544.7333333,58.389843,26.728621,72.0,3.0,209.8,15.40741212,11,gps,0.6,0.7,0.9,21.0,,,
75544.7333333,58.389808,26.728583,71.0,3.0,209.2,16.38569628,11,gps,0.6,0.7,0.9,21.0,,,
76544.7333333,58.389771,26.728543,71.0,3.0,208.4,17.4997044,10,gps,0.6,0.7,0.9,21.0,,,
77544.7333333,58.389726,26.728497,70.0,3.0,207.5,20.59401456,10,gps,0.6,0.7,0.9,21.0,,,
78544.7333333,58.389669,26.728438,70.0,3.0,205.6,24.807762,12,gps,0.6,0.7,0.9,21.0,,,
79544.7333333,58.389606,26.728387,69.0,3.0,202.0,27.66149532,12,gps,0.6,0.7,0.9,21.0,,,
80544.7333333,58.389538,26.728336,68.0,3.0,200.9,29.1937824,12,gps,0.6,0.7,0.9,21.0,,,
82268.7333333,58.389374,26.728464,,23.441,,0.0,0,network,,,,,,,
83544.7333333,58.389309,26.728172,67.0,3.0,200.5,34.2541836,10,gps,0.5,0.7,0.9,21.0,,,
84544.7333333,58.389228,26.728114,66.0,3.0,200.2,34.313742,9,gps,0.5,0.7,0.9,21.0,,,
85544.7333333,58.389147,26.728059,66.0,3.0,200.2,34.1822232,9,gps,0.5,0.7,0.9,21.0,,,
86544.7333333,58.389066,26.728004,65.0,3.0,200.5,34.1539812,9,gps,0.5,0.7,0.9,21.0,,,
